L,T,activity_late,alpha_async,autocorr_late,bias_mean_late,block_fraction,coherence_late,config_id,corr_A_late,corr_B_late,dephase,diagonal_ablation,entropy_late,eta_intrinsic,eta_weight,formalism,gamma,geometry,imprint_duration,imprint_start,imprint_strength,interface_density_late,intrinsic_bias_limit,intrinsic_enabled,intrinsic_target_activity,lesion_fraction,lesion_time,memory_mean_late,memory_strength,metric_stride,neighbor_pattern_entropy_late,order_bias,orientation_anisotropy_late,p0,plasticity,profile,repair_reference_corr,save_dense,schedule,second_imprint_duration,second_imprint_start,second_lesion_time,seed,sensitivity_point,sequential_events_per_sweep,sigma_birth,sigma_survive,snapshot_every,spectral_peak_fraction_late,structural_additions_total,structural_enabled,structural_interval,structural_link_fraction_late,structural_min_degree,structural_removals_total,structural_rewire_probability,structural_swap_tolerance,structural_target_fraction,structural_utility_tau,task,tau_memory,theta_input,theta_memory,theta_phase,weight_decay,weight_sum,selection_role,selection_score
72,500,0.4066382628373682,0.5,-0.3708698113121721,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__imprint__s2__8f52ee4f7c,0.0111187167558193,0.009932953137659,0.25,False,0.5500227829089581,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4873903175241025,0.3,0,0.42,0.08,300,0.4075528757445231,0.2,20,1.5234761506635728,,3.244196012755021e-18,0.2,plastic,primary,,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0431780572898789,0,0,40,0.9990113811728396,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5018871220186334
72,500,0.4138297883010666,0.5,-0.3150113932981633,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__lesion__s4__f886d242b1,0.0034093581578389,0.0022834095048387,0.25,False,0.64095335337553,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4225259951231082,0.3,0,0.42,0.08,300,0.4128180400805588,0.2,20,1.4023349368096585,,3.422946931684884e-18,0.2,fixed,primary,0.00313557688542,False,block_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.1279588840420347,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.513379898637251
72,500,0.4115626979373666,0.5,-0.3080132056927851,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__lesion__s5__577cd1bea0,0.0083185286223676,0.0063617107364442,0.25,False,0.6440270796032438,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4180445992235653,0.3,0,0.42,0.08,300,0.4128088327730467,0.2,20,1.399018272881163,,4.312890429222241e-18,0.2,fixed,primary,0.012481051234562,False,block_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0943225264100383,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.351857009676144
72,500,0.4115626979373666,0.5,-0.3080132056927851,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__lesion__s5__577cd1bea0,0.0083185286223676,0.0063617107364442,0.25,False,0.6440270796032438,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4180445992235653,0.3,0,0.42,0.08,300,0.4128088327730467,0.2,20,1.399018272881163,,4.312890429222241e-18,0.2,fixed,primary,0.012481051234562,False,block_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0943225264100383,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.012481051234562
72,500,0.4080098000455877,0.5,-0.3600460384945091,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__lesion__s4__93b104b96e,0.0051503819603747,0.0060762234333572,0.25,False,0.5583469588434353,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4808691028072243,0.3,0,0.42,0.08,300,0.4098203554620309,0.2,20,1.503638499201606,,2.9323432921881517e-18,0.2,plastic,primary,0.0061742981772727,False,block_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0227918864125642,0,0,40,0.9988425925925926,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.4046992761085459
72,500,0.4080092660720621,0.5,-0.3681885685129706,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__lesion__s2__937811b554,0.0064423635029982,0.0043489868376732,0.25,False,0.5550179935023241,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.485396210217576,0.3,0,0.42,0.08,300,0.4096099116542432,0.2,20,1.5152559290999013,,3.2082941678716147e-18,0.2,plastic,primary,0.0108064035639961,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0357321257509025,0,0,40,0.9990596064814816,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.49738986622445
72,500,0.40573240029372,0.5,-0.3631322519759331,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__lesion__s5__44249205fa,0.0109893527777146,0.0062626456838677,0.25,False,0.5635616037619583,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4772413740143875,0.3,0,0.42,0.08,300,0.4068142820689082,0.2,20,1.514402666206097,,2.8875107883954977e-18,0.2,plastic,primary,0.0275993852704853,False,block_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.1004440117200389,0,0,40,0.9988667052469136,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0275993852704853
72,500,0.413379968842299,0.5,-0.3178011986203568,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__order_ab__s3__9357818778,0.0021964986849455,0.0019455828851938,0.25,False,0.6359068067891691,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.425775806616533,0.3,0,0.42,0.08,300,0.4106353398412958,0.2,20,1.4020382138139051,-0.0002509157997516,3.4294037259992572e-18,0.2,fixed,primary,,False,block_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0910761233562649,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.774899075376537
72,500,0.4142192476453973,0.5,-0.3157492751408516,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__order_ab__s5__ead282a69e,-0.000116508863274,0.0026029753105987,0.25,False,0.6383703146481241,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4240505695824857,0.3,0,0.42,0.08,300,0.410720389582996,0.2,20,1.383849093563993,0.0027194841738727,3.8425778982118004e-18,0.2,fixed,primary,,False,block_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0444884028704085,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3616048921287889
72,500,0.410392540221799,0.5,-0.3966426121898369,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__order_ab__s2__e63f9e1dbb,0.0039079770332787,-0.0037031501133805,0.25,False,0.5059715063508893,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.5139870242962978,0.3,0,0.42,0.08,300,0.40574814190697,0.2,20,1.5560957588784476,-0.0076111271466593,2.028937910345819e-18,0.2,plastic,primary,,False,block_async,50,260,400,2,-1,1.0,0.6,0.6,100,0.0419898141293587,0,0,40,0.9993007330246914,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,1.4825651730096037
72,500,0.409580871725436,0.5,-0.400514426189677,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__order_ab__s1__0dbbb87acc,-0.0025182642532638,-0.0006513654338802,0.25,False,0.5037985090466489,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.5158740577390433,0.3,0,0.42,0.08,300,0.4049520027962913,0.2,20,1.56502842365186,0.0018668988193836,3.753428149665896e-18,0.2,plastic,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0355742737231069,0,0,40,0.9986979166666666,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5472412867903065
72,500,0.4139706108337324,0.5,-0.3246170611996066,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__order_ba__s1__c18d99e59c,0.0010041289455207,0.0002496210859487,0.25,False,0.6413410975545049,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4252009303234249,0.3,0,0.42,0.08,300,0.4087285973433017,0.2,20,1.399388122904445,-0.0007545078595719,2.8594947760632293e-18,0.2,fixed,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.079581713018739,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.06832568207198392
72,500,0.4136820894333484,0.5,-0.3233516297417483,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__block_async__order_ba__s4__0a7d3aef96,0.0041185052546632,0.0006307946577312,0.25,False,0.6369554270505604,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.4273540481572058,0.3,0,0.42,0.08,300,0.4098114668811354,0.2,20,1.393924625592028,-0.0034877105969319,4.9726294069376494e-18,0.2,fixed,primary,,False,block_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.042608086823847,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3726205821801043
72,500,0.4099413773809879,0.5,-0.3980509849957593,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__order_ba__s3__ac9fbc323b,-0.0067236024036421,0.0014470965124758,0.25,False,0.5068354031619664,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.5141598803755023,0.3,0,0.42,0.08,300,0.4058609959871029,0.2,20,1.5605066896894375,0.008170698916118,2.573657425574629e-18,0.2,plastic,primary,,False,block_async,50,260,400,3,-1,1.0,0.6,0.6,100,0.0999270953260394,0,0,40,0.9985773533950616,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.9854230427180496
72,500,0.4095033392005722,0.5,-0.3905621545388467,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__block_async__order_ba__s1__88b93ac9c1,-0.0016339590981315,-0.0072507081675315,0.25,False,0.5214307351867352,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.5045481053051761,0.3,0,0.42,0.08,300,0.4053468974929219,0.2,20,1.5533639552480527,-0.0056167490693999,3.0017572298230043e-18,0.2,plastic,primary,,False,block_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.0320937023698264,0,0,40,0.9986738040123456,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.5373171040631395
72,500,0.4185091385545751,0.5,0.3249663985739347,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__baseline__s3__486f6adb1f,-0.0097124407882714,0.0014044705353653,0.25,False,0.8506956045426322,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1798010193786233,0.3,0,0.42,0.08,300,0.4149543794060403,0.2,20,1.2489745890236192,,3.312121108544805e-18,0.2,fixed,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0060915065012966,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,1.171669002549203
72,500,0.4098458295289681,0.5,0.3396141095571734,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__baseline__s2__35e294bb29,0.022859229712393,-0.0088469123787706,0.25,False,0.8491784830224078,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.174866793365471,0.3,0,0.42,0.08,300,0.4161965111201945,0.2,20,1.2678764695001086,,2.844820354221452e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0056205710621885,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2650661839690143
72,500,0.4169992152012972,0.5,0.3627909892441108,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__baseline__s3__e16cc4c8dc,0.0145643033689579,0.0112869625432293,0.25,False,0.8533435797704699,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1729044347393298,0.3,0,0.42,0.08,300,0.414685924239857,0.2,20,1.2424341752289567,,2.64005157773582e-18,0.2,plastic,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0049142439230203,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.2642415592048947
72,500,0.4104966639957899,0.5,0.3602958497941018,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__baseline__s5__6ff576dd4a,-0.0041165859499456,-0.0172139728928873,0.25,False,0.8489352505753462,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1729625836583636,0.3,0,0.42,0.08,300,0.4156422732857072,0.2,20,1.2558904592654965,,3.0832741081189738e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0059851010626468,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2528979087341732
72,500,0.4174813014328819,0.5,0.3309373033496591,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__imprint__s2__51f3c4fd46,-0.0085608327552932,0.01008167680491,0.25,False,0.8514666610126934,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1778289652886772,0.3,0,0.42,0.08,300,0.4165607780653584,0.2,20,1.2455404587255212,,2.6715198495851077e-18,0.2,fixed,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.005685671900666,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.535814003463499
72,500,0.4181758235625414,0.5,0.327115616245092,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__imprint__s4__9cacbc9b68,0.0128193805419329,0.0016488764386805,0.25,False,0.8521794513689143,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1781401990671006,0.3,0,0.42,0.08,300,0.4168757307896826,0.2,20,1.2512217113541515,,2.7760921028154452e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0055334545066127,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2484549841008452
72,500,0.4146115488833886,0.5,0.3421118494353276,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__imprint__s5__fd1a1218c9,0.0078206793647845,0.0201144471948137,0.25,False,0.8516734593437942,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1758797888399566,0.3,0,0.42,0.08,300,0.4157863196856805,0.2,20,1.2386786309972029,,3.531400509768328e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0051365212839047,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,median,0.9777924000272948
72,500,0.4136869904550157,0.5,0.3579350229564652,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__imprint__s3__532e585b66,-0.0088418848188156,-0.0069124543574846,0.25,False,0.850967588794082,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.173480847736842,0.3,0,0.42,0.08,300,0.4160313419302128,0.2,20,1.2565581712669207,,2.613119510871311e-18,0.2,plastic,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0054940465772919,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,imprint,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2538111479782748
72,500,0.4157114072952327,0.5,0.3397137818409754,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__lesion__s5__4f31ee39a3,0.0181846244521583,-0.0067644252615188,0.25,False,0.8516897279972404,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1763073463197241,0.3,0,0.42,0.08,300,0.4167052489413565,0.2,20,1.2427997068623096,,2.158430326962559e-18,0.2,fixed,primary,0.0423551241870221,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0054942322947997,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.7565754651997806
72,500,0.4203209282972097,0.5,0.3386736593640521,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__lesion__s4__e2c6347b35,0.0265546411961967,0.0169955376103339,0.25,False,0.8506930683592078,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1777977462310178,0.3,0,0.42,0.08,300,0.4160370135042462,0.2,20,1.2668220732946294,,2.8332077851517623e-18,0.2,fixed,primary,0.0277801173887837,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.005097244449767,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.264273451069746
72,500,0.4157114072952327,0.5,0.3397137818409754,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__lesion__s5__4f31ee39a3,0.0181846244521583,-0.0067644252615188,0.25,False,0.8516897279972404,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1763073463197241,0.3,0,0.42,0.08,300,0.4167052489413565,0.2,20,1.2427997068623096,,2.158430326962559e-18,0.2,fixed,primary,0.0423551241870221,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0054942322947997,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0423551241870221
72,500,0.4177446520205213,0.5,0.3437626576505121,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__lesion__s5__ae7ac21f3c,-0.0143326268870932,0.011767773025312,0.25,False,0.8519728008255445,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1769620025444543,0.3,0,0.42,0.08,300,0.4169457400868983,0.2,20,1.228192779446817,,3.1011988301750545e-18,0.2,plastic,primary,-0.0217471297465172,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0049692658432635,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,median,0.7840046532399481
72,500,0.4180563005471707,0.5,0.3553924203404822,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__lesion__s2__543b2724e3,-0.0099403070790005,-0.0084703384909204,0.25,False,0.8535684362305215,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1738518595247224,0.3,0,0.42,0.08,300,0.4161486394491034,0.2,20,1.255933620046377,,2.633946896592904e-18,0.2,plastic,primary,-0.0574538559886175,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0058648907407201,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.253001174676017
72,500,0.4202691629530232,0.5,0.3471909903015272,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__lesion__s1__3e3307205f,-0.0011777268912242,0.0271997605396005,0.25,False,0.8559885818948653,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1749553568493039,0.3,0,0.42,0.08,300,0.4162790335689718,0.2,20,1.228029680828155,,3.16103879015167e-18,0.2,plastic,primary,0.0059250056392293,False,synchronous,50,260,400,1,-1,1.0,0.6,0.6,100,0.0047259703209043,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,lesion,30.0,0.45,0.2,0.1,0.002,8.0,high_repair,0.0059250056392293
72,500,0.407041045475204,0.5,0.3552202186092439,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ab__s3__dc789febaf,0.026019414405804,0.0086287732759337,0.25,False,0.8338958509488457,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.178196076939677,0.3,0,0.42,0.08,300,0.408244439071404,0.2,20,1.2720995254027638,-0.0173906411298703,2.5914596120669008e-18,0.2,fixed,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0076242493962446,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,1.012384507465783
72,500,0.407561391769159,0.5,0.3933238293137742,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ab__s4__cbc44cfbb8,-0.0072422307696284,0.0076167866183421,0.25,False,0.8370808124088761,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1710264665751849,0.3,0,0.42,0.08,300,0.4079147626983644,0.2,20,1.3104276788313058,0.0148590173879705,2.6334729685779333e-18,0.2,fixed,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0083412007968578,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3062570784328769
72,500,0.4074845009525738,0.5,0.3857073739896832,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__order_ab__s2__c3188240a8,0.0058066812378834,-0.0193202465054108,0.25,False,0.8343696590047894,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1729375654886253,0.3,0,0.42,0.08,300,0.4061218240184799,0.2,20,1.2699221412987445,-0.0251269277432942,2.5057046394463045e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.008350315562551,0,0,40,0.999903549382716,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,median,0.44131352997838513
72,500,0.4085917781421583,0.5,0.382728812831941,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__order_ab__s4__171b5d14b9,-0.0166798050903058,0.0093944410026872,0.25,False,0.8351598345358324,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1732079555808642,0.3,0,0.42,0.08,300,0.4069077181606488,0.2,20,1.2824604074019263,0.026074246092993,2.9964156708865998e-18,0.2,plastic,primary,,False,synchronous,50,260,400,4,-1,1.0,0.6,0.6,100,0.0073547270371157,0,0,40,0.999903549382716,2,0,0.25,0.01,0.75,50.0,order_ab,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.2787830438833685
72,500,0.400748005829193,0.5,0.4078490353160117,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ba__s3__e6a52d4bb3,0.0272240997340226,-0.0037549417954679,0.25,False,0.8124091951470727,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1720562462350641,0.3,0,0.42,0.08,300,0.4025644076362379,0.2,20,1.323717150966906,-0.0309790415294905,3.1914619607197944e-18,0.2,fixed,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0161001828593753,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.9246383941012531
72,500,0.400748005829193,0.5,0.4078490353160117,0.0,0.125,0.0,square_moore__markov__fixed__intr0__struct0__synchronous__order_ba__s3__e6a52d4bb3,0.0272240997340226,-0.0037549417954679,0.25,False,0.8124091951470727,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1720562462350641,0.3,0,0.42,0.08,300,0.4025644076362379,0.2,20,1.323717150966906,-0.0309790415294905,3.1914619607197944e-18,0.2,fixed,primary,,False,synchronous,50,260,400,3,-1,1.0,0.6,0.6,100,0.0161001828593753,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3156670595372182
72,500,0.3986079871463391,0.5,0.3888351255439831,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__order_ba__s2__c5f838aef1,-0.0039290492827846,0.0146156977550578,0.25,False,0.8183314475393452,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.1732687710360266,0.3,0,0.42,0.08,300,0.4042557594371567,0.2,20,1.2816362885339376,0.0185447470378425,3.490290382900118e-18,0.2,plastic,primary,,False,synchronous,50,260,400,2,-1,1.0,0.6,0.6,100,0.0123886533688289,0,0,40,0.9998794367283952,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,median,0.7750658943054217
72,500,0.3980833385210204,0.5,0.4220828321986576,0.0,0.125,0.0,square_moore__markov__plastic__intr0__struct0__synchronous__order_ba__s5__79d9ee762b,0.0302491950938394,0.0083249633585262,0.25,False,0.8173029060996251,0.002,0.016,markov,0.68,square_moore,50,100,0.9,0.16839142442257,0.3,0,0.42,0.08,300,0.4033548773643915,0.2,20,1.3202719441406274,-0.0219242317353132,2.3679832590407686e-18,0.2,plastic,primary,,False,synchronous,50,260,400,5,-1,1.0,0.6,0.6,100,0.0133274007750596,0,0,40,0.999903549382716,2,0,0.25,0.01,0.75,50.0,order_ba,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3136082437530976
72,500,0.4166316959775071,0.5,-0.3132389901077508,0.0,0.125,0.305558936393798,square_moore__ql__fixed__intr0__struct0__alpha_async__baseline__s1__3bb0b4299f,0.002576492029025,-0.0023000477424047,0.25,False,0.6334866245350469,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4310071004599066,0.3,0,0.42,0.08,300,0.4157850064015522,0.2,20,1.3943721925758503,,4.142334524047877e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,1,-1,1.0,0.6,0.6,100,0.1068735701394518,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.7119680221438676
72,500,0.4169788224486304,0.5,-0.3273729239100668,0.0,0.125,0.3041669780856791,square_moore__ql__fixed__intr0__struct0__alpha_async__baseline__s4__e2f8768da8,-0.0055752043312128,0.0020113849431225,0.25,False,0.6244019683078397,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4408384054356968,0.3,0,0.42,0.08,300,0.4174488039690097,0.2,20,1.4053327183063902,,4.3441677832654435e-18,0.2,fixed,primary,,False,alpha_async,50,260,400,4,-1,1.0,0.6,0.6,100,0.0429261298749191,0,0,40,1.0,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,visual,1.3838696533689305
72,500,0.4325568026702099,0.5,-0.3022926549108153,0.0,0.125,0.2582177474124318,square_moore__ql__plastic__intr0__struct0__alpha_async__baseline__s5__b5a4493adf,0.0013643134996055,0.0004315485424552,0.25,False,0.6172872756582308,0.002,0.016,ql,0.68,square_moore,50,100,0.9,0.4481972505145844,0.3,0,0.42,0.08,300,0.4277244300558168,0.2,20,1.2795833128220104,,2.385125002876274e-18,0.2,plastic,primary,,False,alpha_async,50,260,400,5,-1,1.0,0.6,0.6,100,0.0098605875526468,0,0,40,0.9997829861111112,2,0,0.25,0.01,0.75,50.0,baseline,30.0,0.45,0.2,0.1,0.002,8.0,median,0.7088788316375775
